node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CDK4,CDKN1A,1.84E+06,1843736,9606.ENSP00000257904,9606.ENSP00000244741,0,0,0,0,0,0.804,0,0,0.804
GTF2B,GTF2H2,1.86E+06,1846383,9606.ENSP00000359531,9606.ENSP00000274400,0,0,0,0,0,0.802,0,0,0.802
GTF2E1,CDK7,1.85E+06,1844436,9606.ENSP00000283875,9606.ENSP00000256443,0,0,0,0,0,0.801,0,0,0.801
PTPRR,MAPK1,1.85E+06,1842512,9606.ENSP00000283228,9606.ENSP00000215832,0,0,0,0,0,0.8,0,0,0.8
GTF2H3,POLR2F,1.86E+06,1860435,9606.ENSP00000445162,9606.ENSP00000403852,0,0,0,0,0,0.8,0,0,0.8
GTF2H3,POLR2G,1.86E+06,1848338,9606.ENSP00000445162,9606.ENSP00000301788,0,0,0,0,0,0.8,0,0,0.8
ckshs1,CKS1B,1.86E+06,1849378,9606.ENSP00000471505,9606.ENSP00000311083,0,0,0,0.987,0,0.8,0,0,0.8
POLR2G,GTF2H2,1.85E+06,1846383,9606.ENSP00000301788,9606.ENSP00000274400,0,0,0,0,0,0.8,0,0,0.8
CDC20,MAD1L1,1.85E+06,1845817,9606.ENSP00000308450,9606.ENSP00000265854,0,0,0,0,0,0.797,0,0,0.797
ALDH18A1,CCNB1,1.86E+06,1844435,9606.ENSP00000360268,9606.ENSP00000256442,0,0,0,0,0,0.795,0,0,0.795
PIP4K2A,CSNK2B,1.86E+06,1856397,9606.ENSP00000365757,9606.ENSP00000365025,0,0,0,0,0,0.792,0,0,0.792
MCM7,ORC6,1.85E+06,1842721,9606.ENSP00000307288,9606.ENSP00000219097,0,0,0,0,0,0.792,0,0,0.792
MCM4,ORC6,1.85E+06,1842721,9606.ENSP00000262105,9606.ENSP00000219097,0,0,0,0,0,0.792,0,0,0.792
ANAPC4,CCNB1,1.85E+06,1844435,9606.ENSP00000318775,9606.ENSP00000256442,0,0,0,0,0,0.792,0,0,0.792
RPS6KA2,PRKCA,1.86E+06,1860737,9606.ENSP00000427015,9606.ENSP00000408695,0,0,0,0.753,0,0.789,0,0,0.789
MAPK3,MAPK1,1845265,1842512,9606.ENSP00000263025,9606.ENSP00000215832,0,0,0,0.987,0,0.787,0,0,0.787
MAP2K6,MAP3K7,1864007,1855005,9606.ENSP00000468348,9606.ENSP00000358335,0,0,0,0.666,0,0.787,0,0,0.787
GTF2E2,GTF2H1,1853268,1845828,9606.ENSP00000348168,9606.ENSP00000265963,0,0,0,0,0,0.783,0,0,0.783
CDKN1A,CCND1,1843736,1843117,9606.ENSP00000244741,9606.ENSP00000227507,0,0,0,0,0,0.78,0,0,0.78
RPS6KA2,BRAF,1861695,1847131,9606.ENSP00000427015,9606.ENSP00000288602,0,0,0,0.62,0,0.78,0,0,0.78
CCND3,CDKN1A,1855798,1843736,9606.ENSP00000362082,9606.ENSP00000244741,0,0,0,0,0,0.779,0,0,0.779
CDK1,CDC20,1858283,1849070,9606.ENSP00000378699,9606.ENSP00000308450,0,0,0,0,0,0.779,0,0,0.779
PRKCA,BRAF,1860737,1847131,9606.ENSP00000408695,9606.ENSP00000288602,0,0,0,0.62,0,0.778,0,0,0.778
CDK1,CDK7,1858283,1844436,9606.ENSP00000378699,9606.ENSP00000256443,0,0,0,0.929,0,0.778,0,0,0.778
MAPK15,CDK2,1852026,1845906,9606.ENSP00000337691,9606.ENSP00000266970,0,0,0,0.885,0,0.777,0,0,0.777
BUB3,CDC16,1854901,1853313,9606.ENSP00000357858,9606.ENSP00000348554,0,0,0,0,0,0.776,0,0,0.776
MAP2K6,MAP2K3,1864007,1852893,9606.ENSP00000468348,9606.ENSP00000345083,0,0,0,0.983,0,0.774,0,0,0.774
MAP2K7,ILKAP,1858552,1844309,9606.ENSP00000381066,9606.ENSP00000254654,0,0,0,0,0,0.774,0,0,0.774
CSNK2A2,CSNK2A1,1845161,1842650,9606.ENSP00000262506,9606.ENSP00000217244,0,0,0,0.982,0,0.774,0,0,0.774
CDK1,ANAPC4,1858283,1850076,9606.ENSP00000378699,9606.ENSP00000318775,0,0,0,0,0,0.774,0,0,0.774
PRKACB,AKAP11,1855328,1842196,9606.ENSP00000359719,9606.ENSP00000025301,0,0,0,0,0,0.774,0,0,0.774
DBF4,ORC4,1845796,1845494,9606.ENSP00000265728,9606.ENSP00000264169,0,0,0,0,0,0.774,0,0,0.774
BUB3,ANAPC5,1854901,1845000,9606.ENSP00000357858,9606.ENSP00000261819,0,0,0,0,0,0.774,0,0,0.774
BUB3,ANAPC4,1854901,1850076,9606.ENSP00000357858,9606.ENSP00000318775,0,0,0,0,0,0.774,0,0,0.774
PPP2CA,CDC20,1861358,1849070,9606.ENSP00000418447,9606.ENSP00000308450,0,0,0,0,0,0.774,0,0,0.774
CDC45,CDK4,1860553,1844551,9606.ENSP00000405726,9606.ENSP00000257904,0,0,0,0,0,0.774,0,0,0.774
BHLHE41,PPP2CB,1843637,1842815,9606.ENSP00000242728,9606.ENSP00000221138,0,0,0,0,0,0.774,0,0,0.774
CDC23,BUB3,1858243,1854901,9606.ENSP00000378350,9606.ENSP00000357858,0,0,0,0,0,0.774,0,0,0.774
CDC20,PPP2CB,1849070,1842815,9606.ENSP00000308450,9606.ENSP00000221138,0,0,0,0,0,0.774,0,0,0.774
PPP2CA,PPP2CB,1861358,1842815,9606.ENSP00000418447,9606.ENSP00000221138,0,0,0,0.99,0,0.774,0,0,0.774
PIP4K2A,CSNK2A1,1856521,1842650,9606.ENSP00000365757,9606.ENSP00000217244,0,0,0,0,0,0.774,0,0,0.774
GTF2H4,CCNH,1844735,1844473,9606.ENSP00000259895,9606.ENSP00000256897,0,0,0,0,0,0.774,0,0,0.774
PRKACB,PER1,1855328,1849704,9606.ENSP00000359719,9606.ENSP00000314420,0,0,0,0,0,0.774,0,0,0.774
ERCC3,CCNH,1846961,1844473,9606.ENSP00000285398,9606.ENSP00000256897,0,0,0,0,0,0.774,0,0,0.774
BUB3,ANAPC1,1854901,1852174,9606.ENSP00000357858,9606.ENSP00000339109,0,0,0,0,0,0.774,0,0,0.774
GTF2H2,MNAT1,1846383,1844871,9606.ENSP00000274400,9606.ENSP00000261245,0,0,0,0,0,0.769,0,0,0.769
GTF2E2,CDK7,1853268,1844436,9606.ENSP00000348168,9606.ENSP00000256443,0,0,0,0,0,0.768,0,0,0.768
TTK,CDK2,1855108,1845906,9606.ENSP00000358813,9606.ENSP00000266970,0,0,0,0.697,0,0.765,0,0,0.765
BTRC,SKP1,1855188,1843292,9606.ENSP00000359206,9606.ENSP00000231487,0,0,0,0,0,0.757,0,0,0.757
MAP2K7,MAP3K7,1858552,1855005,9606.ENSP00000381066,9606.ENSP00000358335,0,0,0,0.633,0,0.734,0,0,0.734
MAPK7,MAP2K1,1849371,1848411,9606.ENSP00000311005,9606.ENSP00000302486,0,0,0,0.65,0,0.732,0,0,0.732
MAPK11,MAP2K1,1851615,1848411,9606.ENSP00000333685,9606.ENSP00000302486,0,0,0,0.653,0,0.732,0,0,0.732
CDK1,ORC1,1858283,1855507,9606.ENSP00000378699,9606.ENSP00000360621,0,0,0,0,0,0.72,0,0,0.72
GTF2E1,CCNH,1846870,1844473,9606.ENSP00000283875,9606.ENSP00000256897,0,0,0,0,0,0.717,0,0,0.717
MAD1L1,ORC2,1845817,1843392,9606.ENSP00000265854,9606.ENSP00000234296,0,0,0,0,0,0.717,0,0,0.717
GTF2H3,CCNH,1862288,1844473,9606.ENSP00000445162,9606.ENSP00000256897,0,0,0,0,0,0.717,0,0,0.717
GTF2E1,MNAT1,1846870,1844871,9606.ENSP00000283875,9606.ENSP00000261245,0,0,0,0,0,0.717,0,0,0.717
ORC1,MCM3,1855507,1843226,9606.ENSP00000360621,9606.ENSP00000229854,0,0,0,0,0,0.717,0,0,0.717
CDK2,MNAT1,1845906,1844871,9606.ENSP00000266970,9606.ENSP00000261245,0,0,0,0,0,0.711,0,0,0.711
MCM7,ORC4,1848945,1845494,9606.ENSP00000307288,9606.ENSP00000264169,0,0,0,0,0,0.707,0,0,0.707
CDK4,CDC6,1844551,1842453,9606.ENSP00000257904,9606.ENSP00000209728,0,0,0,0,0,0.701,0,0,0.701
RPS6KA2,MAPK3,1861695,1845265,9606.ENSP00000427015,9606.ENSP00000263025,0,0,0,0.678,0,0.701,0,0,0.701
TTK,CDC16,1855108,1853313,9606.ENSP00000358813,9606.ENSP00000348554,0,0,0,0,0,0.699,0,0,0.699
RAC1,KALRN,1853302,1843581,9606.ENSP00000348461,9606.ENSP00000240874,0,0,0,0,0,0.699,0,0,0.699
CDC27,TTK,1861977,1855108,9606.ENSP00000434614,9606.ENSP00000358813,0,0,0,0,0,0.699,0,0,0.699
TRAF6,UBE2N,1852047,1849852,9606.ENSP00000337853,9606.ENSP00000316176,0,0,0,0,0,0.695,0,0,0.695
CDK5R1,CDK2,1850055,1845906,9606.ENSP00000318486,9606.ENSP00000266970,0,0,0,0,0,0.682,0,0,0.682
CDK5R1,CDK4,1850055,1844551,9606.ENSP00000318486,9606.ENSP00000257904,0,0,0,0,0,0.682,0,0,0.682
ACVRL1,TGFBR2,1857773,1853779,9606.ENSP00000373574,9606.ENSP00000351905,0,0,0,0.77,0,0.677,0,0,0.677
CDK20,GTF2H4,1850442,1844735,9606.ENSP00000322343,9606.ENSP00000259895,0,0,0,0,0,0.676,0,0,0.676
CSNK1A1,PER2,1861538,1844310,9606.ENSP00000421689,9606.ENSP00000254657,0,0,0,0,0,0.675,0,0,0.675
YWHAQ,LCP2,1843478,1842217,9606.ENSP00000238081,9606.ENSP00000046794,0,0,0,0,0,0.675,0,0,0.675
CDK1,ANAPC10,1858283,1849254,9606.ENSP00000378699,9606.ENSP00000310071,0,0,0,0,0,0.674,0,0,0.674
ANAPC10,CDK2,1849254,1845906,9606.ENSP00000310071,9606.ENSP00000266970,0,0,0,0,0,0.674,0,0,0.674
ANAPC10,CDK4,1849254,1844551,9606.ENSP00000310071,9606.ENSP00000257904,0,0,0,0,0,0.674,0,0,0.674
CDK5,ANAPC10,1861440,1849254,9606.ENSP00000419782,9606.ENSP00000310071,0,0,0,0,0,0.674,0,0,0.674
MAPK7,PTPRR,1849371,1846840,9606.ENSP00000311005,9606.ENSP00000283228,0,0,0,0,0,0.674,0,0,0.674
PTPRR,MAPK3,1846840,1845265,9606.ENSP00000283228,9606.ENSP00000263025,0,0,0,0,0,0.674,0,0,0.674
ANAPC2,SPHK1,1849673,1849643,9606.ENSP00000314004,9606.ENSP00000313681,0,0,0,0,0,0.673,0,0,0.673
ANAPC2,CCNB1,1849673,1844435,9606.ENSP00000314004,9606.ENSP00000256442,0,0,0,0,0,0.673,0,0,0.673
CDC23,SPHK1,1858243,1849643,9606.ENSP00000378350,9606.ENSP00000313681,0,0,0,0,0,0.673,0,0,0.673
SPHK1,ANAPC10,1849643,1849254,9606.ENSP00000313681,9606.ENSP00000310071,0,0,0,0,0,0.673,0,0,0.673
CKS2,TTK,1856383,1855108,9606.ENSP00000364976,9606.ENSP00000358813,0,0,0,0,0,0.672,0,0,0.672
CKS1B,CDC6,1849378,1842453,9606.ENSP00000311083,9606.ENSP00000209728,0,0,0,0,0,0.672,0,0,0.672
TTK,CKS1B,1855108,1849378,9606.ENSP00000358813,9606.ENSP00000311083,0,0,0,0,0,0.672,0,0,0.672
CKS2,CDC6,1856383,1842453,9606.ENSP00000364976,9606.ENSP00000209728,0,0,0,0,0,0.672,0,0,0.672
MAPK15,MAP2K1,1852026,1848411,9606.ENSP00000337691,9606.ENSP00000302486,0,0,0,0.677,0,0.671,0,0,0.671
MARK1,PRKAG3,1854471,1843373,9606.ENSP00000355884,9606.ENSP00000233944,0,0,0,0,0,0.671,0,0,0.671
SIK3,PRKAG3,1847324,1843373,9606.ENSP00000292055,9606.ENSP00000233944,0,0,0,0,0,0.671,0,0,0.671
MAPK4,MAP2K1,1858818,1848411,9606.ENSP00000383234,9606.ENSP00000302486,0,0,0,0.628,0,0.671,0,0,0.671
BTRC,PER2,1855188,1844310,9606.ENSP00000359206,9606.ENSP00000254657,0,0,0,0,0,0.671,0,0,0.671
SIK1,PRKAG3,1846133,1843373,9606.ENSP00000270162,9606.ENSP00000233944,0,0,0,0,0,0.671,0,0,0.671
CDK5,CDC6,1861440,1842453,9606.ENSP00000419782,9606.ENSP00000209728,0,0,0,0,0,0.671,0,0,0.671
PPP3CB,IGBP1,1858232,1853348,9606.ENSP00000378306,9606.ENSP00000348784,0,0,0,0,0,0.67,0,0,0.67
PPP3CA,IGBP1,1858236,1853348,9606.ENSP00000378323,9606.ENSP00000348784,0,0,0,0,0,0.67,0,0,0.67
CDK20,ERCC3,1850442,1846961,9606.ENSP00000322343,9606.ENSP00000285398,0,0,0,0,0,0.67,0,0,0.67
CDC20,CDC6,1849070,1842453,9606.ENSP00000308450,9606.ENSP00000209728,0,0,0,0,0,0.669,0,0,0.669
CDK20,GTF2E1,1850442,1846870,9606.ENSP00000322343,9606.ENSP00000283875,0,0,0,0,0,0.669,0,0,0.669
GTF2H3,CDK20,1862288,1850442,9606.ENSP00000445162,9606.ENSP00000322343,0,0,0,0,0,0.669,0,0,0.669
GTF2E2,CDK20,1853268,1850442,9606.ENSP00000348168,9606.ENSP00000322343,0,0,0,0,0,0.669,0,0,0.669
CDC45,CDC6,1860553,1842453,9606.ENSP00000405726,9606.ENSP00000209728,0,0,0,0,0,0.668,0,0,0.668
CDC27,CDK2,1861977,1845906,9606.ENSP00000434614,9606.ENSP00000266970,0,0,0,0,0,0.667,0,0,0.667
CKS2,CDK4,1856383,1844551,9606.ENSP00000364976,9606.ENSP00000257904,0,0,0,0,0,0.667,0,0,0.667
ckshs1,CDK4,1864593,1844551,9606.ENSP00000471505,9606.ENSP00000257904,0,0,0,0,0,0.667,0,0,0.667
ANAPC1,CDK2,1852174,1845906,9606.ENSP00000339109,9606.ENSP00000266970,0,0,0,0,0,0.667,0,0,0.667
CDK1,TTK,1858283,1855108,9606.ENSP00000378699,9606.ENSP00000358813,0,0,0,0.685,0,0.667,0,0,0.667
CDK5,CKS2,1861440,1856383,9606.ENSP00000419782,9606.ENSP00000364976,0,0,0,0,0,0.667,0,0,0.667
BUB1B,CDK2,1847075,1845906,9606.ENSP00000287598,9606.ENSP00000266970,0,0,0,0,0,0.667,0,0,0.667
ZAP70,MCM3,1845655,1843226,9606.ENSP00000264972,9606.ENSP00000229854,0,0,0,0,0,0.667,0,0,0.667
CDC23,CDK2,1858243,1845906,9606.ENSP00000378350,9606.ENSP00000266970,0,0,0,0,0,0.667,0,0,0.667
CDK1,CDC16,1858283,1853313,9606.ENSP00000378699,9606.ENSP00000348554,0,0,0,0,0,0.667,0,0,0.667
MAD2L1,ANAPC5,1847745,1845000,9606.ENSP00000296509,9606.ENSP00000261819,0,0,0,0,0,0.667,0,0,0.667
CDK1,ANAPC1,1858283,1852174,9606.ENSP00000378699,9606.ENSP00000339109,0,0,0,0,0,0.667,0,0,0.667
CDC16,CDK2,1853313,1845906,9606.ENSP00000348554,9606.ENSP00000266970,0,0,0,0,0,0.667,0,0,0.667
ckshs1,CDK5,1864593,1861440,9606.ENSP00000471505,9606.ENSP00000419782,0,0,0,0,0,0.667,0,0,0.667
CDK5,CKS1B,1861440,1849378,9606.ENSP00000419782,9606.ENSP00000311083,0,0,0,0,0,0.667,0,0,0.667
CDK1,BUB1B,1858283,1847075,9606.ENSP00000378699,9606.ENSP00000287598,0,0,0,0,0,0.667,0,0,0.667
CDC27,CDK1,1861977,1858283,9606.ENSP00000434614,9606.ENSP00000378699,0,0,0,0,0,0.667,0,0,0.667
CDK1,CDC23,1858283,1858243,9606.ENSP00000378699,9606.ENSP00000378350,0,0,0,0,0,0.667,0,0,0.667
CKS1B,CDK4,1849378,1844551,9606.ENSP00000311083,9606.ENSP00000257904,0,0,0,0,0,0.667,0,0,0.667
ckshs1,TTK,1864593,1855108,9606.ENSP00000471505,9606.ENSP00000358813,0,0,0,0,0,0.666,0,0,0.666
ckshs1,CDC6,1864593,1842453,9606.ENSP00000471505,9606.ENSP00000209728,0,0,0,0,0,0.666,0,0,0.666
DUSP5,MAPK3,1855063,1845265,9606.ENSP00000358596,9606.ENSP00000263025,0,0,0,0,0,0.664,0,0,0.664
DUSP5,MAPK1,1855063,1842512,9606.ENSP00000358596,9606.ENSP00000215832,0,0,0,0,0,0.664,0,0,0.664
CDC27,CKS1B,1861977,1849378,9606.ENSP00000434614,9606.ENSP00000311083,0,0,0,0,0,0.662,0,0,0.662
BMPR2,BMPR1B,1856145,1845568,9606.ENSP00000363708,9606.ENSP00000264568,0,0,0,0.788,0,0.658,0,0,0.658
BMPR2,BMPR1A,1856145,1843002,9606.ENSP00000363708,9606.ENSP00000224764,0,0,0,0.756,0,0.658,0,0,0.658
CDK5,ORC2,1861440,1843392,9606.ENSP00000419782,9606.ENSP00000234296,0,0,0,0,0,0.652,0,0,0.652
CDK4,ORC2,1844551,1843392,9606.ENSP00000257904,9606.ENSP00000234296,0,0,0,0,0,0.652,0,0,0.652
CDK2,MCM3,1845906,1843226,9606.ENSP00000266970,9606.ENSP00000229854,0,0,0,0,0,0.642,0,0,0.642
MCM2,CDK4,1845676,1844551,9606.ENSP00000265056,9606.ENSP00000257904,0,0,0,0,0,0.636,0,0,0.636
CDK2,MCM5,1845906,1842548,9606.ENSP00000266970,9606.ENSP00000216122,0,0,0,0,0,0.636,0,0,0.636
IKBKB,BIRC3,1861846,1845359,9606.ENSP00000430684,9606.ENSP00000263464,0,0,0,0,0,0.636,0,0,0.636
MCM2,ORC6,1845676,1842721,9606.ENSP00000265056,9606.ENSP00000219097,0,0,0,0,0,0.634,0,0,0.634
MCM6,ORC6,1845487,1842721,9606.ENSP00000264156,9606.ENSP00000219097,0,0,0,0,0,0.628,0,0,0.628
CDK2,CDK4,1845906,1844551,9606.ENSP00000266970,9606.ENSP00000257904,0,0,0,0.922,0,0.624,0,0,0.624
CDK20,CDK2,1850442,1845906,9606.ENSP00000322343,9606.ENSP00000266970,0,0,0,0.922,0,0.623,0,0,0.623
CSNK1A1,CSNK1E,1861538,1853917,9606.ENSP00000421689,9606.ENSP00000352929,0,0,0,0.971,0,0.621,0,0,0.621
TRAF3,BIRC3,1858038,1845359,9606.ENSP00000376500,9606.ENSP00000263464,0,0,0,0,0,0.62,0,0,0.62
CSNK2A2,BHLHE41,1845161,1843637,9606.ENSP00000262506,9606.ENSP00000242728,0,0,0,0,0,0.618,0,0,0.618
CDK4,CDK7,1844551,1844436,9606.ENSP00000257904,9606.ENSP00000256443,0,0,0,0.875,0,0.614,0,0,0.614
CDK1,BUB1,1858283,1848415,9606.ENSP00000378699,9606.ENSP00000302530,0,0,0,0,0,0.612,0,0,0.612
GTF2H2,CDK7,1846383,1844436,9606.ENSP00000274400,9606.ENSP00000256443,0,0,0,0,0,0.61,0,0,0.61
PPP2CA,CSNK2B,1861358,1856397,9606.ENSP00000418447,9606.ENSP00000365025,0,0,0,0,0,0.605,0,0,0.605
CCNB1,CDKN1A,1844435,1843736,9606.ENSP00000256442,9606.ENSP00000244741,0,0,0,0,0,0.605,0,0,0.605
ckshs1,CCNB1,1864593,1844435,9606.ENSP00000471505,9606.ENSP00000256442,0,0,0,0,0,0.603,0,0,0.603
ORC1,CDK4,1855507,1844551,9606.ENSP00000360621,9606.ENSP00000257904,0,0,0,0,0,0.602,0,0,0.602
CDC45,CDK2,1860553,1845906,9606.ENSP00000405726,9606.ENSP00000266970,0,0,0,0,0,0.602,0,0,0.602
CDC45,ORC5,1860553,1847866,9606.ENSP00000405726,9606.ENSP00000297431,0,0,0,0,0,0.602,0,0,0.602
CDK5,ORC1,1861440,1855507,9606.ENSP00000419782,9606.ENSP00000360621,0,0,0,0,0,0.602,0,0,0.602
HIPK2,CDKN1A,1859047,1843736,9606.ENSP00000385571,9606.ENSP00000244741,0,0,0,0,0,0.602,0,0,0.602
CDC45,ORC3,1860553,1844538,9606.ENSP00000405726,9606.ENSP00000257789,0,0,0,0,0,0.602,0,0,0.602
TTK,CDC20,1855108,1849070,9606.ENSP00000358813,9606.ENSP00000308450,0,0,0,0,0,0.601,0,0,0.601
BCR,ERCC3,1848539,1846961,9606.ENSP00000303507,9606.ENSP00000285398,0,0,0,0,0,0.6,0,0,0.6
CDK2,ORC4,1845906,1845494,9606.ENSP00000266970,9606.ENSP00000264169,0,0,0,0,0,0.596,0,0,0.596
CDKN1A,CDC6,1843736,1842453,9606.ENSP00000244741,9606.ENSP00000209728,0,0,0,0,0,0.595,0,0,0.595
CCND3,ORC4,1855798,1845494,9606.ENSP00000362082,9606.ENSP00000264169,0,0,0,0,0,0.595,0,0,0.595
HIPK2,ORC2,1859047,1843392,9606.ENSP00000385571,9606.ENSP00000234296,0,0,0,0,0,0.595,0,0,0.595
CDK4,ORC3,1844551,1844538,9606.ENSP00000257904,9606.ENSP00000257789,0,0,0,0,0,0.595,0,0,0.595
ORC4,CCND1,1845494,1843117,9606.ENSP00000264169,9606.ENSP00000227507,0,0,0,0,0,0.595,0,0,0.595
CDC45,CDKN1A,1860553,1843736,9606.ENSP00000405726,9606.ENSP00000244741,0,0,0,0,0,0.595,0,0,0.595
HIPK2,MCM3,1859047,1843226,9606.ENSP00000385571,9606.ENSP00000229854,0,0,0,0,0,0.595,0,0,0.595
CDK5,CCNB1,1861440,1844435,9606.ENSP00000419782,9606.ENSP00000256442,0,0,0,0,0,0.588,0,0,0.588
PRKCA,MAPK7,1860737,1849371,9606.ENSP00000408695,9606.ENSP00000311005,0,0,0,0.616,0,0.582,0,0,0.582
CRY2,CSNK1E,1860621,1853917,9606.ENSP00000406751,9606.ENSP00000352929,0,0,0,0,0,0.578,0,0,0.578
CDK1,CCND1,1858283,1843117,9606.ENSP00000378699,9606.ENSP00000227507,0,0,0,0,0,0.567,0,0,0.567
CDK2,CCNH,1845906,1844473,9606.ENSP00000266970,9606.ENSP00000256897,0,0,0,0,0,0.564,0,0,0.564
CSNK1A1,BTRC,1861538,1855188,9606.ENSP00000421689,9606.ENSP00000359206,0,0,0,0,0,0.564,0,0,0.564
TGFBR2,BMPR1A,1853779,1843002,9606.ENSP00000351905,9606.ENSP00000224764,0,0,0,0.761,0,0.563,0,0,0.563
DBF4,MCM6,1845796,1845487,9606.ENSP00000265728,9606.ENSP00000264156,0,0,0,0,0,0.563,0,0,0.563
PRKCA,RAC1,1860737,1853302,9606.ENSP00000408695,9606.ENSP00000348461,0,0,0,0,0,0.559,0,0,0.559
TRAF3,BIRC2,1858038,1843127,9606.ENSP00000376500,9606.ENSP00000227758,0,0,0,0,0,0.558,0,0,0.558
GTF2H1,CCNH,1845828,1844473,9606.ENSP00000265963,9606.ENSP00000256897,0,0,0,0,0,0.557,0,0,0.557
MAP3K2,CDKN3,1852699,1851839,9606.ENSP00000343463,9606.ENSP00000335357,0,0,0,0,0,0.556,0,0,0.556
CDC23,TTK,1858243,1855108,9606.ENSP00000378350,9606.ENSP00000358813,0,0,0,0,0,0.553,0,0,0.553
SIK3,YWHAQ,1847324,1843478,9606.ENSP00000292055,9606.ENSP00000238081,0,0,0,0,0,0.553,0,0,0.553
POLR2G,ERCC3,1848338,1846961,9606.ENSP00000301788,9606.ENSP00000285398,0,0,0,0,0,0.553,0,0,0.553
CDK1,CDK5R1,1858283,1850055,9606.ENSP00000378699,9606.ENSP00000318486,0,0,0,0,0,0.548,0,0,0.548
CSNK1A1,BHLHE41,1861538,1843637,9606.ENSP00000421689,9606.ENSP00000242728,0,0,0,0,0,0.548,0,0,0.548
MAP3K2,MAPK7,1852699,1849371,9606.ENSP00000343463,9606.ENSP00000311005,0,0,0,0.626,0,0.547,0,0,0.547
OBSCN,CALM2,1862970,1846243,9606.ENSP00000455507,9606.ENSP00000272298,0,0,0,0,0,0.541,0,0,0.541
IKBKG,UBE2N,1855067,1849852,9606.ENSP00000358622,9606.ENSP00000316176,0,0,0,0,0,0.541,0,0,0.541
ckshs1,GALK2,1864593,1862829,9606.ENSP00000471505,9606.ENSP00000453129,0,0,0,0,0,0.54,0,0,0.54
CALM2,CAMK1,1846243,1844440,9606.ENSP00000272298,9606.ENSP00000256460,0,0,0,0,0,0.54,0,0,0.54
GALK2,CKS1B,1862829,1849378,9606.ENSP00000453129,9606.ENSP00000311083,0,0,0,0,0,0.54,0,0,0.54
GALK2,CKS2,1862829,1856383,9606.ENSP00000453129,9606.ENSP00000364976,0,0,0,0,0,0.54,0,0,0.54
ZAP70,COPB1,1845655,1843983,9606.ENSP00000264972,9606.ENSP00000249923,0,0,0,0,0,0.539,0,0,0.539
ZAP70,SKP1,1845655,1843292,9606.ENSP00000264972,9606.ENSP00000231487,0,0,0,0,0,0.539,0,0,0.539
CDK1,ZAP70,1858283,1845655,9606.ENSP00000378699,9606.ENSP00000264972,0,0,0,0.663,0,0.539,0,0,0.539
ZAP70,ARCN1,1845655,1845462,9606.ENSP00000264972,9606.ENSP00000264028,0,0,0,0,0,0.539,0,0,0.539
CDC45,SKP1,1860553,1843292,9606.ENSP00000405726,9606.ENSP00000231487,0,0,0,0,0,0.538,0,0,0.538
CDKN3,CDC6,1851839,1842453,9606.ENSP00000335357,9606.ENSP00000209728,0,0,0,0,0,0.538,0,0,0.538
TGFBR2,ACVR1C,1853779,1843668,9606.ENSP00000351905,9606.ENSP00000243349,0,0,0,0.801,0,0.537,0,0,0.537
CDC27,SPHK1,1861977,1849643,9606.ENSP00000434614,9606.ENSP00000313681,0,0,0,0,0,0.535,0,0,0.535
GTF2H5,GTF2H1,1861133,1845828,9606.ENSP00000415032,9606.ENSP00000265963,0,0,0,0,0,0.533,0,0,0.533
IGBP1,RAC1,1853348,1853302,9606.ENSP00000348784,9606.ENSP00000348461,0,0,0,0,0,0.531,0,0,0.531
LCK,YWHAQ,1852042,1843478,9606.ENSP00000337825,9606.ENSP00000238081,0,0,0,0,0,0.529,0,0,0.529
FGR,YWHAQ,1856028,1843478,9606.ENSP00000363115,9606.ENSP00000238081,0,0,0,0,0,0.529,0,0,0.529
MAP3K2,MAP2K1,1852699,1848411,9606.ENSP00000343463,9606.ENSP00000302486,0,0,0,0.675,0,0.528,0,0,0.528
CDK5,CDK20,1861440,1850442,9606.ENSP00000419782,9606.ENSP00000322343,0,0,0,0.923,0,0.528,0,0,0.528
MAP3K6,MAP2K1,1853554,1848411,9606.ENSP00000350195,9606.ENSP00000302486,0,0,0,0.674,0,0.528,0,0,0.528
SRC,MAPK15,1853652,1852026,9606.ENSP00000350941,9606.ENSP00000337691,0,0,0,0.624,0,0.527,0,0,0.527
LCK,MAPK1,1852042,1842512,9606.ENSP00000337825,9606.ENSP00000215832,0,0,0,0.659,0,0.527,0,0,0.527
LYN,MAPK1,1861765,1842512,9606.ENSP00000428924,9606.ENSP00000215832,0,0,0,0.664,0,0.527,0,0,0.527
CDK2,MCM4,1845906,1845065,9606.ENSP00000266970,9606.ENSP00000262105,0,0,0,0,0,0.527,0,0,0.527
KSR2,BRAF,1852274,1847131,9606.ENSP00000339952,9606.ENSP00000288602,0,0,0,0.677,0,0.527,0,0,0.527
LYN,MAPK3,1861765,1845265,9606.ENSP00000428924,9606.ENSP00000263025,0,0,0,0.652,0,0.527,0,0,0.527
RPS6KA1,MAPK1,1862001,1842512,9606.ENSP00000435412,9606.ENSP00000215832,0,0,0,0.714,0,0.527,0,0,0.527
CDK1,MCM4,1858283,1845065,9606.ENSP00000378699,9606.ENSP00000262105,0,0,0,0,0,0.527,0,0,0.527
BRAF,MAPK3,1847131,1845265,9606.ENSP00000288602,9606.ENSP00000263025,0,0,0,0.632,0,0.526,0,0,0.526
